94|1|100
94|1|101
94|1|102
94|1|103
94|1|104
94|1|105
94|1|106
94|1|107
94|1|108
94|1|109
94|1|110
94|1|111
94|1|112
94|1|113
94|1|114
94|1|115
94|1|116
94|1|117
94|1|118
94|1|119
94|1|120
94|1|121
94|1|122
94|1|123
94|1|124
94|1|125
94|1|126
94|1|127
94|1|128
94|1|129
94|1|130
94|1|131
94|2|100
94|2|101
94|2|102
94|2|103
94|2|104
94|2|105
94|2|106
94|2|107
94|2|108
94|2|109
94|2|110
94|2|111
94|2|112
94|2|113
94|2|114
94|2|115
94|2|116
94|2|117
94|2|118
94|2|119
94|2|120
94|2|121
94|2|122
94|2|123
94|2|124
94|2|125
94|2|126
94|2|127
94|2|128
94|2|129
94|2|130
94|2|131
94|3|100
94|3|101
94|3|102
94|3|103
94|3|104
94|3|105
94|3|106
94|3|107
94|3|108
94|3|109
94|3|110
94|3|111
94|3|112
94|3|113
94|3|114
94|3|115
94|3|116
94|3|117
94|3|118
94|3|119
94|3|120
94|3|121
94|3|122
94|3|123
94|3|124
94|3|125
94|3|126
94|3|127
94|3|128
94|3|129
94|3|130
94|3|131
94|4|100
94|4|101
94|4|102
94|4|103
94|4|104
94|4|105
94|4|106
94|4|107
94|4|108
94|4|109
94|4|110
94|4|111
94|4|112
94|4|113
94|4|114
94|4|115
94|4|116
94|4|117
94|4|118
94|4|119
94|4|120
94|4|121
94|4|122
94|4|123
94|4|124
94|4|125
94|4|126
94|4|127
94|4|128
94|4|129
94|4|130
94|4|131
94|5|100
94|5|101
94|5|102
94|5|103
94|5|104
94|5|105
94|5|106
94|5|107
94|5|108
94|5|109
94|5|110
94|5|111
94|5|112
94|5|113
94|5|114
94|5|115
94|5|116
94|5|117
94|5|118
94|5|119
94|5|120
94|5|121
94|5|122
94|5|123
94|5|124
94|5|125
94|5|126
94|5|127
94|5|128
94|5|129
94|5|130
94|5|131
94|6|100
94|6|101
94|6|102
94|6|103
94|6|104
94|6|105
94|6|106
94|6|107
94|6|108
94|6|109
94|6|110
94|6|111
94|6|112
94|6|113
94|6|114
94|6|115
94|6|116
94|6|117
94|6|118
94|6|119
94|6|120
94|6|121
94|6|122
94|6|123
94|6|124
94|6|125
94|6|126
94|6|127
94|6|128
94|6|129
94|6|130
94|6|131
